fit_id,db_name,trial_start,trial_stop,num_trials,script_name,commit,fit_model,ref_model,disc,fit_method
1,db2.h5,-1,-1,100,max_pp_fit.m,b4bd270,nonlin,lin,0.1552,max_pp
1,db2.h5,-1,-1,100,max_pp_fit.m,b4bd270,nonlin,lin,0.8709,max_pp
1,db2.h5,-1,-1,100,max_pp_fit.m,b4bd270,nonlin,lin,0.8158,max_pp
1,db2.h5,-1,-1,100,max_pp_fit.m,b4bd270,nonlin,lin,1.2513,max_pp
1,db2.h5,-1,-1,100,max_pp_fit.m,b4bd270,nonlin,lin,0.7808,max_pp
1,db2.h5,-1,-1,100,max_pp_fit.m,b4bd270,nonlin,lin,0.9039,max_pp
1,db2.h5,-1,-1,100,max_pp_fit.m,b4bd270,nonlin,lin,0.6206,max_pp
1,db2.h5,-1,-1,100,max_pp_fit.m,b4bd270,nonlin,lin,0.5806,max_pp
1,db2.h5,-1,-1,100,max_pp_fit.m,b4bd270,nonlin,lin,2.0031,max_pp
1,db2.h5,-1,-1,100,max_pp_fit.m,b4bd270,nonlin,lin,0.4354,max_pp
1,db2.h5,-1,-1,100,max_pp_fit.m,b4bd270,nonlin,lin,0.4004,max_pp
1,db2.h5,-1,-1,100,max_pp_fit.m,b4bd270,nonlin,lin,3.3675,max_pp
1,db2.h5,-1,-1,100,max_pp_fit.m,b4bd270,nonlin,lin,0.3215,max_pp
1,db2.h5,-1,-1,100,max_pp_fit.m,b4bd270,nonlin,lin,1.5808,max_pp
1,db2.h5,-1,-1,100,max_pp_fit.m,b4bd270,nonlin,lin,0.7548,max_pp
1,db2.h5,-1,-1,100,max_pp_fit.m,b4bd270,nonlin,lin,3.8964,max_pp
1,db2.h5,-1,-1,100,max_pp_fit.m,b4bd270,nonlin,lin,0.3153,max_pp
1,db2.h5,-1,-1,100,max_pp_fit.m,b4bd270,nonlin,lin,0.5455,max_pp
1,db2.h5,-1,-1,100,max_pp_fit.m,b4bd270,nonlin,lin,0.9960,max_pp
1,db2.h5,-1,-1,100,max_pp_fit.m,b4bd270,nonlin,lin,0.5756,max_pp
1,db2.h5,-1,-1,100,max_pp_fit.m,b4bd270,nonlin,lin,0.5506,max_pp
1,db2.h5,-1,-1,100,max_pp_fit.m,b4bd270,nonlin,lin,1.4203,max_pp
1,db2.h5,-1,-1,100,max_pp_fit.m,b4bd270,nonlin,lin,1.9758,max_pp
1,db2.h5,-1,-1,100,max_pp_fit.m,b4bd270,nonlin,lin,0.2002,max_pp
1,db2.h5,-1,-1,100,max_pp_fit.m,b4bd270,nonlin,lin,0.0701,max_pp
1,db2.h5,-1,-1,100,max_pp_fit.m,b4bd270,nonlin,lin,0.3003,max_pp
1,db2.h5,-1,-1,100,max_pp_fit.m,b4bd270,nonlin,lin,0.5490,max_pp
1,db2.h5,-1,-1,100,max_pp_fit.m,b4bd270,nonlin,lin,0.6194,max_pp
1,db2.h5,-1,-1,100,max_pp_fit.m,b4bd270,nonlin,lin,0.3219,max_pp
1,db2.h5,-1,-1,100,max_pp_fit.m,b4bd270,nonlin,lin,0.6395,max_pp
1,db2.h5,-1,-1,100,max_pp_fit.m,b4bd270,nonlin,lin,0.1530,max_pp
1,db2.h5,-1,-1,100,max_pp_fit.m,b4bd270,nonlin,lin,0.7307,max_pp
1,db2.h5,-1,-1,100,max_pp_fit.m,b4bd270,nonlin,lin,0.0300,max_pp
1,db2.h5,-1,-1,100,max_pp_fit.m,b4bd270,nonlin,lin,0.6857,max_pp
1,db2.h5,-1,-1,100,max_pp_fit.m,b4bd270,nonlin,lin,0.4592,max_pp
1,db2.h5,-1,-1,100,max_pp_fit.m,b4bd270,nonlin,lin,0.0801,max_pp
1,db2.h5,-1,-1,100,max_pp_fit.m,b4bd270,nonlin,lin,1.5937,max_pp
1,db2.h5,-1,-1,100,max_pp_fit.m,b4bd270,nonlin,lin,0.3529,max_pp
1,db2.h5,-1,-1,100,max_pp_fit.m,b4bd270,nonlin,lin,8.8238,max_pp
1,db2.h5,-1,-1,100,max_pp_fit.m,b4bd270,nonlin,lin,0.3153,max_pp
1,db2.h5,-1,-1,100,max_pp_fit.m,b4bd270,nonlin,lin,0.8008,max_pp
1,db2.h5,-1,-1,100,max_pp_fit.m,b4bd270,nonlin,lin,0.0601,max_pp
1,db2.h5,-1,-1,100,max_pp_fit.m,b4bd270,nonlin,lin,0.8873,max_pp
1,db2.h5,-1,-1,100,max_pp_fit.m,b4bd270,nonlin,lin,1.0911,max_pp
1,db2.h5,-1,-1,100,max_pp_fit.m,b4bd270,nonlin,lin,0.2222,max_pp
1,db2.h5,-1,-1,100,max_pp_fit.m,b4bd270,nonlin,lin,0.3904,max_pp
1,db2.h5,-1,-1,100,max_pp_fit.m,b4bd270,nonlin,lin,2.0470,max_pp
1,db2.h5,-1,-1,100,max_pp_fit.m,b4bd270,nonlin,lin,0.8859,max_pp
1,db2.h5,-1,-1,100,max_pp_fit.m,b4bd270,nonlin,lin,0.2703,max_pp
1,db2.h5,-1,-1,100,max_pp_fit.m,b4bd270,nonlin,lin,0.1997,max_pp
1,db2.h5,-1,-1,100,max_pp_fit.m,b4bd270,nonlin,lin,1.1168,max_pp
1,db2.h5,-1,-1,100,max_pp_fit.m,b4bd270,nonlin,lin,0.5859,max_pp
1,db2.h5,-1,-1,100,max_pp_fit.m,b4bd270,nonlin,lin,1.0150,max_pp
1,db2.h5,-1,-1,100,max_pp_fit.m,b4bd270,nonlin,lin,0.0350,max_pp
1,db2.h5,-1,-1,100,max_pp_fit.m,b4bd270,nonlin,lin,0.5981,max_pp
1,db2.h5,-1,-1,100,max_pp_fit.m,b4bd270,nonlin,lin,0.4104,max_pp
1,db2.h5,-1,-1,100,max_pp_fit.m,b4bd270,nonlin,lin,2.7009,max_pp
1,db2.h5,-1,-1,100,max_pp_fit.m,b4bd270,nonlin,lin,1.5277,max_pp
1,db2.h5,-1,-1,100,max_pp_fit.m,b4bd270,nonlin,lin,0.3620,max_pp
1,db2.h5,-1,-1,100,max_pp_fit.m,b4bd270,nonlin,lin,0.9209,max_pp
1,db2.h5,-1,-1,100,max_pp_fit.m,b4bd270,nonlin,lin,0.1852,max_pp
1,db2.h5,-1,-1,100,max_pp_fit.m,b4bd270,nonlin,lin,0.1652,max_pp
1,db2.h5,-1,-1,100,max_pp_fit.m,b4bd270,nonlin,lin,0.3660,max_pp
1,db2.h5,-1,-1,100,max_pp_fit.m,b4bd270,nonlin,lin,0.8909,max_pp
1,db2.h5,-1,-1,100,max_pp_fit.m,b4bd270,nonlin,lin,0.4236,max_pp
1,db2.h5,-1,-1,100,max_pp_fit.m,b4bd270,nonlin,lin,0.2753,max_pp
1,db2.h5,-1,-1,100,max_pp_fit.m,b4bd270,nonlin,lin,0.1652,max_pp
1,db2.h5,-1,-1,100,max_pp_fit.m,b4bd270,nonlin,lin,0.9059,max_pp
1,db2.h5,-1,-1,100,max_pp_fit.m,b4bd270,nonlin,lin,0.1201,max_pp
1,db2.h5,-1,-1,100,max_pp_fit.m,b4bd270,nonlin,lin,0.4855,max_pp
1,db2.h5,-1,-1,100,max_pp_fit.m,b4bd270,nonlin,lin,0.3533,max_pp
1,db2.h5,-1,-1,100,max_pp_fit.m,b4bd270,nonlin,lin,1.2462,max_pp
1,db2.h5,-1,-1,100,max_pp_fit.m,b4bd270,nonlin,lin,0.9680,max_pp
1,db2.h5,-1,-1,100,max_pp_fit.m,b4bd270,nonlin,lin,0.3003,max_pp
1,db2.h5,-1,-1,100,max_pp_fit.m,b4bd270,nonlin,lin,0.3974,max_pp
1,db2.h5,-1,-1,100,max_pp_fit.m,b4bd270,nonlin,lin,0.4454,max_pp
1,db2.h5,-1,-1,100,max_pp_fit.m,b4bd270,nonlin,lin,0.3704,max_pp
1,db2.h5,-1,-1,100,max_pp_fit.m,b4bd270,nonlin,lin,1.7267,max_pp
1,db2.h5,-1,-1,100,max_pp_fit.m,b4bd270,nonlin,lin,0.2703,max_pp
1,db2.h5,-1,-1,100,max_pp_fit.m,b4bd270,nonlin,lin,1.0460,max_pp
1,db2.h5,-1,-1,100,max_pp_fit.m,b4bd270,nonlin,lin,1.4915,max_pp
1,db2.h5,-1,-1,100,max_pp_fit.m,b4bd270,nonlin,lin,0.3931,max_pp
1,db2.h5,-1,-1,100,max_pp_fit.m,b4bd270,nonlin,lin,0.5594,max_pp
1,db2.h5,-1,-1,100,max_pp_fit.m,b4bd270,nonlin,lin,0.2102,max_pp
1,db2.h5,-1,-1,100,max_pp_fit.m,b4bd270,nonlin,lin,0.3353,max_pp
1,db2.h5,-1,-1,100,max_pp_fit.m,b4bd270,nonlin,lin,0.5841,max_pp
1,db2.h5,-1,-1,100,max_pp_fit.m,b4bd270,nonlin,lin,0.0601,max_pp
1,db2.h5,-1,-1,100,max_pp_fit.m,b4bd270,nonlin,lin,0.2953,max_pp
1,db2.h5,-1,-1,100,max_pp_fit.m,b4bd270,nonlin,lin,0.2452,max_pp
1,db2.h5,-1,-1,100,max_pp_fit.m,b4bd270,nonlin,lin,1.4077,max_pp
1,db2.h5,-1,-1,100,max_pp_fit.m,b4bd270,nonlin,lin,0.1852,max_pp
1,db2.h5,-1,-1,100,max_pp_fit.m,b4bd270,nonlin,lin,3.0531,max_pp
1,db2.h5,-1,-1,100,max_pp_fit.m,b4bd270,nonlin,lin,0.8458,max_pp
1,db2.h5,-1,-1,100,max_pp_fit.m,b4bd270,nonlin,lin,0.6206,max_pp
1,db2.h5,-1,-1,100,max_pp_fit.m,b4bd270,nonlin,lin,0.8347,max_pp
1,db2.h5,-1,-1,100,max_pp_fit.m,b4bd270,nonlin,lin,0.6907,max_pp
1,db2.h5,-1,-1,100,max_pp_fit.m,b4bd270,nonlin,lin,1.0644,max_pp
1,db2.h5,-1,-1,100,max_pp_fit.m,b4bd270,nonlin,lin,0.2575,max_pp
1,db2.h5,-1,-1,100,max_pp_fit.m,b4bd270,nonlin,lin,0.8709,max_pp
1,db2.h5,-1,-1,100,max_pp_fit.m,b4bd270,nonlin,lin,0.2115,max_pp
1,db2.h5,-1,-1,100,max_pp_fit.m,b4bd270,nonlin,lin,0.5502,max_pp
1,db2.h5,-1,-1,100,max_pp_fit.m,b4bd270,nonlin,lin,0.2653,max_pp
1,db2.h5,-1,-1,100,max_pp_fit.m,b4bd270,nonlin,lin,0.6206,max_pp
1,db2.h5,-1,-1,100,max_pp_fit.m,b4bd270,nonlin,lin,1.0811,max_pp
1,db2.h5,-1,-1,100,max_pp_fit.m,b4bd270,nonlin,lin,1.6018,max_pp
1,db2.h5,-1,-1,100,max_pp_fit.m,b4bd270,nonlin,lin,0.5141,max_pp
1,db2.h5,-1,-1,100,max_pp_fit.m,b4bd270,nonlin,lin,0.7430,max_pp
1,db2.h5,-1,-1,100,max_pp_fit.m,b4bd270,nonlin,lin,1.9720,max_pp
1,db2.h5,-1,-1,100,max_pp_fit.m,b4bd270,nonlin,lin,0.1674,max_pp
1,db2.h5,-1,-1,100,max_pp_fit.m,b4bd270,nonlin,lin,0.7508,max_pp
1,db2.h5,-1,-1,100,max_pp_fit.m,b4bd270,nonlin,lin,4.2784,max_pp
1,db2.h5,-1,-1,100,max_pp_fit.m,b4bd270,nonlin,lin,1.8655,max_pp
1,db2.h5,-1,-1,100,max_pp_fit.m,b4bd270,nonlin,lin,0.0400,max_pp
1,db2.h5,-1,-1,100,max_pp_fit.m,b4bd270,nonlin,lin,0.1026,max_pp
1,db2.h5,-1,-1,100,max_pp_fit.m,b4bd270,nonlin,lin,0.2503,max_pp
1,db2.h5,-1,-1,100,max_pp_fit.m,b4bd270,nonlin,lin,1.5365,max_pp
1,db2.h5,-1,-1,100,max_pp_fit.m,b4bd270,nonlin,lin,0.5405,max_pp
1,db2.h5,-1,-1,100,max_pp_fit.m,b4bd270,nonlin,lin,1.1038,max_pp
1,db2.h5,-1,-1,100,max_pp_fit.m,b4bd270,nonlin,lin,2.0294,max_pp
1,db2.h5,-1,-1,100,max_pp_fit.m,b4bd270,nonlin,lin,0.3704,max_pp
1,db2.h5,-1,-1,100,max_pp_fit.m,b4bd270,nonlin,lin,1.3267,max_pp
1,db2.h5,-1,-1,100,max_pp_fit.m,b4bd270,nonlin,lin,0.3451,max_pp
1,db2.h5,-1,-1,100,max_pp_fit.m,b4bd270,nonlin,lin,0.2302,max_pp
1,db2.h5,-1,-1,100,max_pp_fit.m,b4bd270,nonlin,lin,0.0400,max_pp
1,db2.h5,-1,-1,100,max_pp_fit.m,b4bd270,nonlin,lin,0.5656,max_pp
1,db2.h5,-1,-1,100,max_pp_fit.m,b4bd270,nonlin,lin,0.2352,max_pp
1,db2.h5,-1,-1,100,max_pp_fit.m,b4bd270,nonlin,lin,0.2903,max_pp
1,db2.h5,-1,-1,100,max_pp_fit.m,b4bd270,nonlin,lin,1.0597,max_pp
1,db2.h5,-1,-1,100,max_pp_fit.m,b4bd270,nonlin,lin,0.5556,max_pp
1,db2.h5,-1,-1,100,max_pp_fit.m,b4bd270,nonlin,lin,1.0455,max_pp
1,db2.h5,-1,-1,100,max_pp_fit.m,b4bd270,nonlin,lin,4.8098,max_pp
1,db2.h5,-1,-1,100,max_pp_fit.m,b4bd270,nonlin,lin,0.1602,max_pp
1,db2.h5,-1,-1,100,max_pp_fit.m,b4bd270,nonlin,lin,0.1301,max_pp
1,db2.h5,-1,-1,100,max_pp_fit.m,b4bd270,nonlin,lin,0.1101,max_pp
1,db2.h5,-1,-1,100,max_pp_fit.m,b4bd270,nonlin,lin,0.6628,max_pp
1,db2.h5,-1,-1,100,max_pp_fit.m,b4bd270,nonlin,lin,1.5015,max_pp
1,db2.h5,-1,-1,100,max_pp_fit.m,b4bd270,nonlin,lin,1.1048,max_pp
1,db2.h5,-1,-1,100,max_pp_fit.m,b4bd270,nonlin,lin,0.1902,max_pp
1,db2.h5,-1,-1,100,max_pp_fit.m,b4bd270,nonlin,lin,0.2563,max_pp
1,db2.h5,-1,-1,100,max_pp_fit.m,b4bd270,nonlin,lin,0.6202,max_pp
1,db2.h5,-1,-1,100,max_pp_fit.m,b4bd270,nonlin,lin,0.0400,max_pp
1,db2.h5,-1,-1,100,max_pp_fit.m,b4bd270,nonlin,lin,0.3854,max_pp
1,db2.h5,-1,-1,100,max_pp_fit.m,b4bd270,nonlin,lin,0.7658,max_pp
1,db2.h5,-1,-1,100,max_pp_fit.m,b4bd270,nonlin,lin,3.0180,max_pp
1,db2.h5,-1,-1,100,max_pp_fit.m,b4bd270,nonlin,lin,0.0993,max_pp
1,db2.h5,-1,-1,100,max_pp_fit.m,b4bd270,nonlin,lin,1.0463,max_pp
1,db2.h5,-1,-1,100,max_pp_fit.m,b4bd270,nonlin,lin,0.0601,max_pp
1,db2.h5,-1,-1,100,max_pp_fit.m,b4bd270,nonlin,lin,0.8958,max_pp
1,db2.h5,-1,-1,100,max_pp_fit.m,b4bd270,nonlin,lin,0.4404,max_pp
1,db2.h5,-1,-1,100,max_pp_fit.m,b4bd270,nonlin,lin,1.9355,max_pp
1,db2.h5,-1,-1,100,max_pp_fit.m,b4bd270,nonlin,lin,0.1411,max_pp
1,db2.h5,-1,-1,100,max_pp_fit.m,b4bd270,nonlin,lin,0.2002,max_pp
1,db2.h5,-1,-1,100,max_pp_fit.m,b4bd270,nonlin,lin,0.4785,max_pp
1,db2.h5,-1,-1,100,max_pp_fit.m,b4bd270,nonlin,lin,0.3904,max_pp
1,db2.h5,-1,-1,100,max_pp_fit.m,b4bd270,nonlin,lin,0.1652,max_pp
1,db2.h5,-1,-1,100,max_pp_fit.m,b4bd270,nonlin,lin,0.2882,max_pp
1,db2.h5,-1,-1,100,max_pp_fit.m,b4bd270,nonlin,lin,1.0754,max_pp
1,db2.h5,-1,-1,100,max_pp_fit.m,b4bd270,nonlin,lin,0.1502,max_pp
1,db2.h5,-1,-1,100,max_pp_fit.m,b4bd270,nonlin,lin,0.2575,max_pp
1,db2.h5,-1,-1,100,max_pp_fit.m,b4bd270,nonlin,lin,0.5305,max_pp
1,db2.h5,-1,-1,100,max_pp_fit.m,b4bd270,nonlin,lin,0.1101,max_pp
1,db2.h5,-1,-1,100,max_pp_fit.m,b4bd270,nonlin,lin,0.5833,max_pp
1,db2.h5,-1,-1,100,max_pp_fit.m,b4bd270,nonlin,lin,1.5925,max_pp
1,db2.h5,-1,-1,100,max_pp_fit.m,b4bd270,nonlin,lin,0.2941,max_pp
1,db2.h5,-1,-1,100,max_pp_fit.m,b4bd270,nonlin,lin,1.5265,max_pp
1,db2.h5,-1,-1,100,max_pp_fit.m,b4bd270,nonlin,lin,0.5956,max_pp
1,db2.h5,-1,-1,100,max_pp_fit.m,b4bd270,nonlin,lin,0.5205,max_pp
1,db2.h5,-1,-1,100,max_pp_fit.m,b4bd270,nonlin,lin,0.0400,max_pp
1,db2.h5,-1,-1,100,max_pp_fit.m,b4bd270,nonlin,lin,0.4014,max_pp
1,db2.h5,-1,-1,100,max_pp_fit.m,b4bd270,nonlin,lin,0.2288,max_pp
1,db2.h5,-1,-1,100,max_pp_fit.m,b4bd270,nonlin,lin,0.3849,max_pp
1,db2.h5,-1,-1,100,max_pp_fit.m,b4bd270,nonlin,lin,0.1552,max_pp
1,db2.h5,-1,-1,100,max_pp_fit.m,b4bd270,nonlin,lin,1.1311,max_pp
1,db2.h5,-1,-1,100,max_pp_fit.m,b4bd270,nonlin,lin,0.9560,max_pp
1,db2.h5,-1,-1,100,max_pp_fit.m,b4bd270,lin,nonlin,9.7124,max_pp
1,db2.h5,-1,-1,100,max_pp_fit.m,b4bd270,lin,nonlin,5.5314,max_pp
1,db2.h5,-1,-1,100,max_pp_fit.m,b4bd270,lin,nonlin,25.5864,max_pp
1,db2.h5,-1,-1,100,max_pp_fit.m,b4bd270,lin,nonlin,7.3793,max_pp
1,db2.h5,-1,-1,100,max_pp_fit.m,b4bd270,lin,nonlin,6.0565,max_pp
1,db2.h5,-1,-1,100,max_pp_fit.m,b4bd270,lin,nonlin,4.4161,max_pp
1,db2.h5,-1,-1,100,max_pp_fit.m,b4bd270,lin,nonlin,8.6122,max_pp
1,db2.h5,-1,-1,100,max_pp_fit.m,b4bd270,lin,nonlin,10.0900,max_pp
1,db2.h5,-1,-1,100,max_pp_fit.m,b4bd270,lin,nonlin,10.7927,max_pp
1,db2.h5,-1,-1,100,max_pp_fit.m,b4bd270,lin,nonlin,8.5371,max_pp
1,db2.h5,-1,-1,100,max_pp_fit.m,b4bd270,lin,nonlin,10.6327,max_pp
1,db2.h5,-1,-1,100,max_pp_fit.m,b4bd270,lin,nonlin,9.6024,max_pp
1,db2.h5,-1,-1,100,max_pp_fit.m,b4bd270,lin,nonlin,6.8292,max_pp
1,db2.h5,-1,-1,100,max_pp_fit.m,b4bd270,lin,nonlin,6.1065,max_pp
1,db2.h5,-1,-1,100,max_pp_fit.m,b4bd270,lin,nonlin,9.1423,max_pp
1,db2.h5,-1,-1,100,max_pp_fit.m,b4bd270,lin,nonlin,12.8307,max_pp
1,db2.h5,-1,-1,100,max_pp_fit.m,b4bd270,lin,nonlin,6.3216,max_pp
1,db2.h5,-1,-1,100,max_pp_fit.m,b4bd270,lin,nonlin,7.4319,max_pp
1,db2.h5,-1,-1,100,max_pp_fit.m,b4bd270,lin,nonlin,6.8217,max_pp
1,db2.h5,-1,-1,100,max_pp_fit.m,b4bd270,lin,nonlin,7.3018,max_pp
1,db2.h5,-1,-1,100,max_pp_fit.m,b4bd270,lin,nonlin,10.1625,max_pp
1,db2.h5,-1,-1,100,max_pp_fit.m,b4bd270,lin,nonlin,6.7517,max_pp
1,db2.h5,-1,-1,100,max_pp_fit.m,b4bd270,lin,nonlin,7.1851,max_pp
1,db2.h5,-1,-1,100,max_pp_fit.m,b4bd270,lin,nonlin,5.2913,max_pp
1,db2.h5,-1,-1,100,max_pp_fit.m,b4bd270,lin,nonlin,7.8520,max_pp
1,db2.h5,-1,-1,100,max_pp_fit.m,b4bd270,lin,nonlin,13.0983,max_pp
1,db2.h5,-1,-1,100,max_pp_fit.m,b4bd270,lin,nonlin,8.8022,max_pp
1,db2.h5,-1,-1,100,max_pp_fit.m,b4bd270,lin,nonlin,5.4014,max_pp
1,db2.h5,-1,-1,100,max_pp_fit.m,b4bd270,lin,nonlin,8.7597,max_pp
1,db2.h5,-1,-1,100,max_pp_fit.m,b4bd270,lin,nonlin,10.8327,max_pp
1,db2.h5,-1,-1,100,max_pp_fit.m,b4bd270,lin,nonlin,7.4319,max_pp
1,db2.h5,-1,-1,100,max_pp_fit.m,b4bd270,lin,nonlin,10.3526,max_pp
1,db2.h5,-1,-1,100,max_pp_fit.m,b4bd270,lin,nonlin,14.6603,max_pp
1,db2.h5,-1,-1,100,max_pp_fit.m,b4bd270,lin,nonlin,5.0646,max_pp
1,db2.h5,-1,-1,100,max_pp_fit.m,b4bd270,lin,nonlin,7.1918,max_pp
1,db2.h5,-1,-1,100,max_pp_fit.m,b4bd270,lin,nonlin,8.1920,max_pp
1,db2.h5,-1,-1,100,max_pp_fit.m,b4bd270,lin,nonlin,7.9120,max_pp
1,db2.h5,-1,-1,100,max_pp_fit.m,b4bd270,lin,nonlin,13.2333,max_pp
1,db2.h5,-1,-1,100,max_pp_fit.m,b4bd270,lin,nonlin,8.3573,max_pp
1,db2.h5,-1,-1,100,max_pp_fit.m,b4bd270,lin,nonlin,15.1338,max_pp
1,db2.h5,-1,-1,100,max_pp_fit.m,b4bd270,lin,nonlin,3.2808,max_pp
1,db2.h5,-1,-1,100,max_pp_fit.m,b4bd270,lin,nonlin,6.3216,max_pp
1,db2.h5,-1,-1,100,max_pp_fit.m,b4bd270,lin,nonlin,15.0838,max_pp
1,db2.h5,-1,-1,100,max_pp_fit.m,b4bd270,lin,nonlin,7.4019,max_pp
1,db2.h5,-1,-1,100,max_pp_fit.m,b4bd270,lin,nonlin,9.5224,max_pp
1,db2.h5,-1,-1,100,max_pp_fit.m,b4bd270,lin,nonlin,7.7419,max_pp
1,db2.h5,-1,-1,100,max_pp_fit.m,b4bd270,lin,nonlin,7.4369,max_pp
1,db2.h5,-1,-1,100,max_pp_fit.m,b4bd270,lin,nonlin,12.0230,max_pp
1,db2.h5,-1,-1,100,max_pp_fit.m,b4bd270,lin,nonlin,11.8763,max_pp
1,db2.h5,-1,-1,100,max_pp_fit.m,b4bd270,lin,nonlin,6.7737,max_pp
1,db2.h5,-1,-1,100,max_pp_fit.m,b4bd270,lin,nonlin,10.1575,max_pp
1,db2.h5,-1,-1,100,max_pp_fit.m,b4bd270,lin,nonlin,15.2338,max_pp
1,db2.h5,-1,-1,100,max_pp_fit.m,b4bd270,lin,nonlin,6.5216,max_pp
1,db2.h5,-1,-1,100,max_pp_fit.m,b4bd270,lin,nonlin,11.2228,max_pp
1,db2.h5,-1,-1,100,max_pp_fit.m,b4bd270,lin,nonlin,10.8652,max_pp
1,db2.h5,-1,-1,100,max_pp_fit.m,b4bd270,lin,nonlin,4.6462,max_pp
1,db2.h5,-1,-1,100,max_pp_fit.m,b4bd270,lin,nonlin,7.9820,max_pp
1,db2.h5,-1,-1,100,max_pp_fit.m,b4bd270,lin,nonlin,14.9037,max_pp
1,db2.h5,-1,-1,100,max_pp_fit.m,b4bd270,lin,nonlin,10.4326,max_pp
1,db2.h5,-1,-1,100,max_pp_fit.m,b4bd270,lin,nonlin,4.7912,max_pp
1,db2.h5,-1,-1,100,max_pp_fit.m,b4bd270,lin,nonlin,12.7132,max_pp
1,db2.h5,-1,-1,100,max_pp_fit.m,b4bd270,lin,nonlin,6.7767,max_pp
1,db2.h5,-1,-1,100,max_pp_fit.m,b4bd270,lin,nonlin,9.2323,max_pp
1,db2.h5,-1,-1,100,max_pp_fit.m,b4bd270,lin,nonlin,6.6867,max_pp
1,db2.h5,-1,-1,100,max_pp_fit.m,b4bd270,lin,nonlin,10.2826,max_pp
1,db2.h5,-1,-1,100,max_pp_fit.m,b4bd270,lin,nonlin,4.5511,max_pp
1,db2.h5,-1,-1,100,max_pp_fit.m,b4bd270,lin,nonlin,9.1948,max_pp
1,db2.h5,-1,-1,100,max_pp_fit.m,b4bd270,lin,nonlin,7.3118,max_pp
1,db2.h5,-1,-1,100,max_pp_fit.m,b4bd270,lin,nonlin,8.9922,max_pp
1,db2.h5,-1,-1,100,max_pp_fit.m,b4bd270,lin,nonlin,12.4271,max_pp
1,db2.h5,-1,-1,100,max_pp_fit.m,b4bd270,lin,nonlin,7.9120,max_pp
1,db2.h5,-1,-1,100,max_pp_fit.m,b4bd270,lin,nonlin,15.2729,max_pp
1,db2.h5,-1,-1,100,max_pp_fit.m,b4bd270,lin,nonlin,5.4614,max_pp
1,db2.h5,-1,-1,100,max_pp_fit.m,b4bd270,lin,nonlin,9.8725,max_pp
1,db2.h5,-1,-1,100,max_pp_fit.m,b4bd270,lin,nonlin,7.0618,max_pp
1,db2.h5,-1,-1,100,max_pp_fit.m,b4bd270,lin,nonlin,7.5319,max_pp
1,db2.h5,-1,-1,100,max_pp_fit.m,b4bd270,lin,nonlin,5.2213,max_pp
1,db2.h5,-1,-1,100,max_pp_fit.m,b4bd270,lin,nonlin,4.7112,max_pp
1,db2.h5,-1,-1,100,max_pp_fit.m,b4bd270,lin,nonlin,7.6369,max_pp
1,db2.h5,-1,-1,100,max_pp_fit.m,b4bd270,lin,nonlin,4.5111,max_pp
1,db2.h5,-1,-1,100,max_pp_fit.m,b4bd270,lin,nonlin,8.8972,max_pp
1,db2.h5,-1,-1,100,max_pp_fit.m,b4bd270,lin,nonlin,10.6827,max_pp
1,db2.h5,-1,-1,100,max_pp_fit.m,b4bd270,lin,nonlin,13.1433,max_pp
1,db2.h5,-1,-1,100,max_pp_fit.m,b4bd270,lin,nonlin,8.2521,max_pp
1,db2.h5,-1,-1,100,max_pp_fit.m,b4bd270,lin,nonlin,9.3073,max_pp
1,db2.h5,-1,-1,100,max_pp_fit.m,b4bd270,lin,nonlin,5.6514,max_pp
1,db2.h5,-1,-1,100,max_pp_fit.m,b4bd270,lin,nonlin,6.4716,max_pp
1,db2.h5,-1,-1,100,max_pp_fit.m,b4bd270,lin,nonlin,7.4919,max_pp
1,db2.h5,-1,-1,100,max_pp_fit.m,b4bd270,lin,nonlin,8.3488,max_pp
1,db2.h5,-1,-1,100,max_pp_fit.m,b4bd270,lin,nonlin,8.1170,max_pp
1,db2.h5,-1,-1,100,max_pp_fit.m,b4bd270,lin,nonlin,16.4041,max_pp
1,db2.h5,-1,-1,100,max_pp_fit.m,b4bd270,lin,nonlin,7.7569,max_pp
1,db2.h5,-1,-1,100,max_pp_fit.m,b4bd270,lin,nonlin,11.1478,max_pp
1,db2.h5,-1,-1,100,max_pp_fit.m,b4bd270,lin,nonlin,5.5814,max_pp
1,db2.h5,-1,-1,100,max_pp_fit.m,b4bd270,lin,nonlin,6.6817,max_pp
1,db2.h5,-1,-1,100,max_pp_fit.m,b4bd270,lin,nonlin,8.0620,max_pp
1,db2.h5,-1,-1,100,max_pp_fit.m,b4bd270,lin,nonlin,9.7624,max_pp
1,db2.h5,-1,-1,100,max_pp_fit.m,b4bd270,lin,nonlin,4.5171,max_pp
1,db2.h5,-1,-1,100,max_pp_fit.m,b4bd270,lin,nonlin,10.0025,max_pp
1,db2.h5,-1,-1,100,max_pp_fit.m,b4bd270,lin,nonlin,8.0420,max_pp
1,db2.h5,-1,-1,100,max_pp_fit.m,b4bd270,lin,nonlin,9.3123,max_pp
1,db2.h5,-1,-1,100,max_pp_fit.m,b4bd270,lin,nonlin,5.7314,max_pp
1,db2.h5,-1,-1,100,max_pp_fit.m,b4bd270,lin,nonlin,10.5526,max_pp
1,db2.h5,-1,-1,100,max_pp_fit.m,b4bd270,lin,nonlin,8.6672,max_pp
1,db2.h5,-1,-1,100,max_pp_fit.m,b4bd270,lin,nonlin,2.4606,max_pp
